"rings"	"length"	"diameter"	"height"	"whole"	"shucked"	"viscera"	"shell"	"infant"
"1820"	11	131	103	0.16	262	110.6	73.8	69	0
"1821"	4	37	26	0.045	5.8	2.4	1.5	1.9	1
"1822"	9	125	98	0.11	227.2	105.3	38.3	58.5	0
"1823"	7	83	61	0.12	67.2	33	15.2	16.1	1
"1824"	11	108	95	0.155	185.6	78.8	38.8	52	0
"1825"	15	97	76	0.15	121	43.1	28	36	0
"1826"	12	124	100	0.2	244.2	92.1	52.6	86	0
"1827"	9	115	89	0.17	204.5	109.8	43.5	45.6	0
"1828"	8	78	60	0.105	51.8	19.1	7.6	17	1
"1829"	5	35	25	0.05	4.7	1.6	0.7	1.6	1
"1830"	15	105	85	0.145	159.9	66.9	41.8	48	0
"1831"	12	117	91	0.165	199.6	69	49.9	63	0
"1832"	8	125	98	0.175	221.5	89.7	43.3	71.9	0
"1833"	14	98	79	0.135	110.9	42.6	18.5	43	0
"1834"	10	139	107	0.175	367.7	160.7	79.2	100.6	0
"1835"	11	90	67	0.14	95.6	37.3	23	32	0
"1836"	18	132	101	0.2	326.1	97.3	59.4	122	0
"1837"	16	109	85	0.125	153.6	58.8	29.9	52	0
"1838"	5	61	43	0.065	21.5	8.8	4.1	7.6	1
"1839"	11	75	60	0.1	49.3	20.8	9.5	16.6	0
"1840"	7	99	80	0.135	122	54.4	28.7	28.8	0
"1841"	10	90	67	0.125	69.8	23.8	21.1	23	0
"1842"	9	90	66	0.105	89.6	41.6	17.8	24	1
"1843"	10	130	101	0.175	241.5	102.1	52.4	78	0
"1844"	8	74	57	0.095	45.2	22.7	10.3	13.5	1
"1845"	19	116	88	0.175	214.6	80.1	46.9	67	0
"1846"	8	121	95	0.145	176.8	76.7	38.1	54	0
"1847"	9	124	97	0.165	226.5	104.7	50.1	56.5	0
"1848"	13	95	79	0.135	118.4	49.3	32.9	40	0
"1849"	12	95	73	0.13	96.1	38.1	22.8	29.5	0
"1850"	3	38	28	0.03	6.3	2.5	1	2.1	1
"1851"	11	128	106	0.165	237.9	95.3	60	70	0
"1852"	9	70	51	0.08	38.3	16	7.7	12.6	0
"1853"	8	92	68	0.1	77.2	36.1	17.5	19.3	1
"1854"	12	120	90	0.15	173.3	73.9	39.1	51	0
"1855"	8	88	64	0.095	65.5	29.9	11.8	20	1
"1856"	8	67	50	0.095	37	15.9	9.9	11	1
"1857"	11	131	102	0.215	356.7	177.7	81.9	83.9	0
"1858"	8	95	72	0.135	87.1	39.2	18.5	25	1
"1859"	10	140	120	0.23	400.6	162.1	80.9	115.1	0
"1860"	13	101	76	0.13	131.2	45.4	35.7	44	0
"1861"	11	120	93	0.16	226.6	93.2	57.7	59.6	0
"1862"	9	109	80	0.13	137.2	65.7	29.1	36	1
"1863"	6	65	45	0.075	27.8	11.3	6.4	18	1
"1864"	11	147	117	0.185	424.8	190.4	110	100	0
"1865"	7	76	57	0.095	48.6	17.9	13.3	15	1
"1866"	7	82	66	0.105	67	30.5	14.8	22	1
"1867"	6	73	54	0.085	39.4	16.3	6.5	13	1
"1868"	11	134	108	0.195	243.4	106.4	54.7	66.3	0
"1869"	14	122	95	0.17	207.7	88.7	48.2	64	1
"1870"	10	135	106	0.175	289.3	135.5	66	77.8	0
"1871"	9	100	79	0.12	107.4	43.3	21.7	35.7	1
"1872"	8	84	68	0.115	84.3	35	18.6	27	0
"1873"	10	116	88	0.15	209.3	103.6	43.7	55.9	0
"1874"	9	120	95	0.175	222	102.1	51.2	57	0
"1875"	9	113	86	0.13	156.8	69.9	37.7	42.6	0
"1876"	7	81	61	0.1	54.2	19.3	12.2	18.2	1
"1877"	10	103	75	0.14	130.1	49.9	28.2	44.3	1
"1878"	7	53	40	0.065	16.8	6.8	2.1	6	0
"1879"	8	96	73	0.1	92.2	44.1	16.7	27	1
"1880"	13	99	83	0.165	149.7	52.8	26.8	57	0
"1881"	12	112	88	0.17	188.9	70.9	43.5	60	1
"1882"	10	118	95	0.145	194.9	93.5	41.4	51.8	1
"1883"	11	82	62	0.125	71.9	28.3	17.7	23	0
"1884"	6	67	50	0.08	33.9	13.9	8.8	9.9	1
"1885"	18	131	100	0.18	283.1	101.6	62.8	89	0
"1886"	7	116	92	0.15	223.1	111.5	45.1	58	0
"1887"	9	91	71	0.105	74.4	27.6	15.3	27	1
"1888"	13	123	98	0.17	229	98.3	41.6	68.6	0
"1889"	9	93	75	0.12	94.2	44.4	23.8	28	1
"1890"	15	122	96	0.175	213.5	78.2	43.2	84	0
"1891"	8	115	92	0.165	213	99.7	42.9	56.3	0
"1892"	8	114	89	0.14	212.7	105.3	43.9	48	0
"1893"	8	91	66	0.1	74.4	71.6	15.5	22	1
"1894"	15	106	87	0.16	176.6	63.2	32.8	67	0
"1895"	19	112	90	0.185	214	76.1	35	82	0
"1896"	12	139	105	0.175	348.4	139.2	77.8	101	0
"1897"	19	114	81	0.16	184.9	68.9	43.7	59	0
"1898"	12	136	107	0.185	321.4	144.9	64.3	99.6	0
"1899"	11	132	105	0.215	357.2	134.5	72.3	81.3	1
"1900"	9	145	114	0.19	466.1	250.6	108.2	104	0
"1901"	17	131	97	0.195	324	125.5	71.6	97	0
"1902"	9	121	100	0.185	223.7	93.8	51.7	67	0
"1903"	9	86	68	0.12	71.5	30.2	12.9	20.9	1
"1904"	14	96	77	0.135	107.2	37.9	28.4	34.6	0
"1905"	9	105	83	0.12	119.2	56.1	24	33.9	1
"1906"	18	122	100	0.24	328.4	106.4	66.9	138	0
"1907"	15	117	81	0.15	251.3	87	40.4	65	0
"1908"	11	122	96	0.14	212.5	103.2	45	58.3	0
"1909"	8	128	100	0.15	214.1	74.2	54.1	72	0
"1910"	7	96	70	0.1	103.8	47.3	25.5	25.2	1
"1911"	5	66	50	0.075	28.1	11.2	7	10	1
"1912"	8	122	96	0.15	229.9	112.8	54.8	52.8	0
"1913"	11	124	108	0.165	227.8	99.9	48.7	71.4	0
"1914"	10	99	77	0.125	102.5	41.5	23.1	34.4	1
"1915"	13	112	87	0.125	175.5	66.9	42.9	58	0
"1916"	6	75	55	0.095	49.3	22	8.3	15.5	1
"1917"	9	115	93	0.175	219.8	94.7	40.4	70	0
"1918"	10	139	112	0.185	354.3	163.9	66.2	87.4	0
"1919"	9	95	73	0.115	98	44.6	24.7	26.7	1
"1920"	10	120	95	0.15	224	113	49.3	54	1
"1921"	17	117	91	0.125	205.4	78.2	42.4	50	0
"1922"	4	48	37	0.06	13.1	5.9	0.1	4	1
"1923"	8	112	84	0.14	167.4	82.8	42.8	40	1
"1924"	10	143	109	0.18	348.1	174.2	69.4	89.8	0
"1925"	6	65	54	0.1	37	16	8.7	13	1
"1926"	13	105	83	0.15	143.1	47.1	34.2	54	0
"1927"	13	109	89	0.175	170.5	69.3	37.8	59	0
"1928"	12	113	101	0.21	255.3	100.2	55.8	71	0
"1929"	8	87	66	0.105	67	31.2	11.1	21	1
"1930"	19	129	105	0.19	292.7	132.3	68.7	87	0
"1931"	9	91	70	0.13	94.5	43	14.9	30	1
"1932"	9	80	58	0.115	55.9	22.3	11.5	15	0
"1933"	10	125	99	0.165	252.4	101.4	63.6	78	0
"1934"	5	74	56	0.085	39.6	16.1	9.1	11.6	1
"1935"	9	110	81	0.125	130.2	59.3	27.4	40	0
"1936"	9	113	88	0.15	196.6	89.5	47.1	49.7	0
"1937"	12	112	92	0.235	167.9	66.5	31.4	61	0
"1938"	5	72	52	0.08	35.9	14.8	6.3	12	1
"1939"	6	97	74	0.13	105.2	49.7	21	31.1	0
"1940"	12	129	99	0.19	307.8	122.3	81.6	89	0
"1941"	10	119	98	0.185	237	96.4	40.3	72.2	0
"1942"	9	106	84	0.14	135.3	51.2	37.1	41.6	1
"1943"	8	86	68	0.11	76.4	30.8	19.1	21.8	0
"1944"	6	55	41	0.08	19.2	7.2	3.7	6	1
"1945"	9	111	86	0.15	156.6	69	35.1	49.4	1
"1946"	8	113	87	0.15	198	115.9	36.5	41.2	0
"1947"	10	80	62	0.1	57.5	22.9	12.7	19	1
"1948"	11	102	79	0.125	116.1	48.8	26.7	37.6	0
"1949"	9	100	79	0.15	142.9	64.7	34.6	39	0
"1950"	11	128	97	0.145	226.7	110.5	50.1	60.3	0
"1951"	12	105	88	0.15	168.5	73.7	39.7	48	0
"1952"	14	116	90	0.14	202.6	76	43.2	72	0
"1953"	13	142	110	0.2	380.9	176.4	88	100	0
"1954"	10	133	102	0.175	276.1	135	59.7	65	0
"1955"	7	77	61	0.105	66.3	27.3	14.9	20	0
"1956"	7	71	51	0.08	37.4	15.6	10.1	11.6	1
"1957"	10	122	90	0.15	174.2	81.4	36.7	50	0
"1958"	17	101	82	0.15	126.9	48.6	26.7	43	0
"1959"	6	56	41	0.07	20.3	8.2	6	6	1
"1960"	9	97	74	0.115	91.4	37.7	19.3	30	1
"1961"	9	68	51	0.095	42.6	16.2	6.8	14	0
"1962"	11	122	94	0.165	235.7	113.2	55.7	58.8	0
"1963"	12	105	81	0.16	131.6	53.1	22.5	45	0
"1964"	10	120	95	0.155	242	130.6	33.9	64.1	0
"1965"	9	92	70	0.105	74.1	31.5	15.4	22.8	1
"1966"	8	111	87	0.14	153	78.9	30	41.2	1
"1967"	9	115	95	0.16	222.8	99.1	54.9	58	0
"1968"	11	128	100	0.165	232.7	110.8	47.8	64	0
"1969"	7	90	67	0.115	78.7	39	14.2	22	1
"1970"	12	122	97	0.15	248.1	120.5	58.3	61.7	0
"1971"	6	132	95	0.18	273.9	128.2	58.8	67	0
"1972"	8	114	84	0.16	177.5	86.3	38.3	44.6	0
"1973"	20	120	94	0.155	207.2	87.5	39.2	65	0
"1974"	11	131	108	0.165	280.6	139.1	47.7	84	0
"1975"	10	115	89	0.145	175.2	75.9	32.3	54	0
"1976"	8	96	74	0.1	102.7	48.6	20.3	27	0
"1977"	9	59	45	0.08	24.8	9.7	6.4	8	1
"1978"	9	106	81	0.13	127.1	52.7	31.3	37	0
"1979"	12	132	106	0.185	269.7	98.6	49	98	0
"1980"	10	116	86	0.17	296	130.7	64.8	83.1	0
"1981"	11	107	84	0.125	152.8	62.4	30.1	53	0
"1982"	9	108	83	0.135	141.8	63.9	34.8	37	1
"1983"	13	109	82	0.14	125	44.6	32	47	0
"1984"	16	132	109	0.185	264	106.1	52.7	91	0
"1985"	9	124	98	0.16	211.2	98.6	48.8	54.5	0
"1986"	10	75	58	0.115	54.1	18.6	13.2	17.7	0
"1987"	11	95	76	0.145	114	33.4	23.6	37.4	0
"1988"	11	142	112	0.22	403	184.3	90.8	113.2	0
"1989"	13	100	77	0.13	153.6	52.5	19	54	0
"1990"	9	118	97	0.155	215.7	90.7	48.7	62	0
"1991"	13	130	103	0.195	280.1	103.9	72	88	0
"1992"	14	110	90	0.175	219.7	75.3	43	80	0
"1993"	11	125	89	0.16	218	92	59.3	60.8	0
"1994"	7	91	70	0.12	91.1	38.9	20.9	27.5	0
"1995"	6	60	48	0.09	32.2	14.5	7.8	10	0
"1996"	7	89	68	0.145	86.8	38.9	18.1	26	1
"1997"	10	119	93	0.125	159.8	64.9	40	46	0
"1998"	10	137	101	0.19	306.6	133.4	81.1	82	0
"1999"	15	130	109	0.16	248.5	97.4	59.2	96	0
"2000"	7	98	74	0.105	105.3	49.8	20.1	29.6	0
"2001"	11	123	97	0.215	192.3	84.4	35.2	58	0
"2002"	9	112	86	0.145	179.9	92.8	35.5	46.8	0
"2003"	9	101	76	0.135	137.1	72.2	31.3	32.2	0
"2004"	15	103	81	0.145	139	43	32.7	46.8	0
"2005"	10	117	91	0.145	190.6	78.9	53.7	51.6	0
"2006"	9	89	65	0.125	91	35.7	22.5	28	0
"2007"	5	51	38	0.07	16.3	5.6	3.2	6.2	1
"2008"	11	98	76	0.135	108.3	43.5	19	38	0
"2009"	11	146	115	0.21	413.8	185.7	81.8	128.6	0
"2010"	10	123	100	0.17	210.8	96.9	45.6	59	0
"2011"	6	66	51	0.095	34.4	13.2	5.1	12	1
"2012"	8	125	100	0.13	216.4	115.7	40.9	50	0
"2013"	9	82	60	0.1	60.2	24.8	13.8	18	0
"2014"	9	113	90	0.16	179	83	39	49.2	0
"2015"	10	124	97	0.155	209.8	92.4	46.2	50	0
"2016"	8	101	78	0.12	114.5	51.1	26.5	29.2	0
"2017"	11	116	90	0.185	199.1	78.9	54.4	57	0
"2018"	9	104	79	0.125	116.1	48.9	29.2	33	1
"2019"	10	120	96	0.17	211.2	91.5	48.7	62.7	0
"2020"	7	91	71	0.125	106.5	45	25.2	29.3	1
"2021"	10	100	77	0.15	125.3	52.1	33.3	32	1
"2022"	8	115	88	0.15	196.6	97.2	43	47.8	1
"2023"	12	144	115	0.18	334.1	146.4	72.1	100.2	0
"2024"	15	101	79	0.145	130.3	53.9	30.6	41	0
"2025"	17	106	84	0.13	200.2	68	45.2	53	0
"2026"	8	116	91	0.15	222.8	95.3	43.1	53	0
"2027"	10	133	105	0.21	328.8	163.6	67.9	85.5	0
"2028"	9	101	82	0.125	128.4	57.8	26.6	31	0
"2029"	7	92	69	0.11	91.9	47	17.7	23.2	0
"2030"	12	124	103	0.155	265.1	133.7	52.1	67	0
"2031"	12	144	113	0.2	421.1	203.4	72.6	98.8	0
"2032"	10	126	98	0.17	243.1	92.5	40.9	62.1	0
"2033"	9	96	71	0.125	98.8	47.7	16.7	30	1
"2034"	8	104	81	0.115	155.2	64	36.9	44	0
"2035"	11	129	98	0.175	264	130.5	47.5	67.7	0
"2036"	9	107	91	0.14	200.3	106	35.3	48.8	1
"2037"	17	136	110	0.21	348.9	119.5	61	125	0
"2038"	7	77	60	0.095	60.4	30.4	12.3	14.7	1
"2039"	8	76	54	0.08	42.1	17.3	8.4	14	1
"2040"	10	119	95	0.165	229.6	88.8	42.8	74	0
"2041"	15	114	93	0.125	169.8	75.7	35.3	48	0
"2042"	7	81	61	0.12	63.7	24.7	18.1	19	0
"2043"	11	144	118	0.205	349.9	155.1	84.5	96	0
"2044"	10	97	71	0.12	109.4	43	32.3	28	0
"2045"	6	69	50	0.09	40.6	15.6	11.8	11	0
"2046"	10	83	61	0.105	72.1	24	16.4	20	0
"2047"	6	77	60	0.1	54.5	22.3	11.4	16	0
"2048"	8	98	71	0.155	196.2	93	40.3	50.1	0
"2049"	9	124	100	0.165	261.4	127.1	50.9	63	0
"2050"	10	95	73	0.115	99.8	46.4	17.7	31.2	1
"2051"	10	118	90	0.145	204.4	85.6	53.6	53	1
"2052"	9	129	97	0.15	244.3	113.9	54.7	66	0
"2053"	10	129	100	0.16	249.3	109.5	65.4	60	0
"2054"	5	64	41	0.08	36.2	17.6	6.8	9.9	1
"2055"	12	114	92	0.14	190.7	89.3	41.3	49	0
"2056"	9	106	86	0.15	148.2	65	37.1	39.2	0
"2057"	21	112	91	0.125	188.6	68.8	25.8	75	0
"2058"	10	116	94	0.165	199.5	78.7	48.4	66	0
"2059"	8	97	75	0.13	110.7	53.2	22.4	31.4	1
"2060"	7	56	40	0.065	17.9	7.2	3.7	6	1
"2061"	8	125	101	0.175	226.2	108.5	45.3	64.6	0
"2062"	15	127	102	0.21	319.6	130.7	56.7	116	0
"2063"	8	105	81	0.145	139.3	60.9	30.7	42	1
"2064"	8	103	78	0.14	135.6	68.2	26.5	23.8	0
"2065"	6	54	38	0.08	16.2	5.3	3.9	6	1
"2066"	7	111	85	0.14	192.6	88	44.8	48	0
"2067"	6	72	54	0.09	44.5	16.6	10.6	15	0
"2068"	19	110	88	0.15	178.9	62.9	30.2	64	0
"2069"	8	80	63	0.09	64.9	30.2	14.6	17.6	1
"2070"	9	107	87	0.15	143.4	69.5	28.9	38.8	0
"2071"	5	57	41	0.07	21.2	7.8	5.7	6.8	1
"2072"	11	124	97	0.145	200.6	93.1	43.9	56	0
"2073"	10	115	89	0.14	147.4	65	28.1	47.4	0
"2074"	9	114	87	0.17	169.6	80	33.2	50	1
"2075"	11	104	76	0.14	105	35.5	23	37	1
"2076"	16	129	97	0.215	302.8	109.2	52.3	127	0
"2077"	14	145	114	0.19	510	214.1	96.6	145	0
"2078"	9	137	107	0.175	316.9	143.5	75.5	84.3	0
"2079"	8	70	56	0.075	39.2	16.4	8	12.8	1
"2080"	9	130	105	0.165	247.6	129.4	49.7	60.1	0
"2081"	7	100	77	0.135	128.5	63.9	25.8	30.7	0
"2082"	8	85	60	0.095	70.3	28.2	15.5	24	1
"2083"	9	130	102	0.16	276.7	127.7	58.1	73.3	0
"2084"	6	80	62	0.1	61.2	26	12	18.8	1
"2085"	8	99	75	0.14	98.8	36.2	19.5	38.2	1
"2086"	10	98	76	0.145	134.5	49.8	36.2	42	0
"2087"	16	127	96	0.2	273.1	125.1	51.9	85	1
"2088"	8	138	105	0.175	340.1	165.1	72.4	81	0
"2089"	11	109	82	0.125	138.7	59.5	29.2	42	0
"2090"	9	130	95	0.165	277.5	116	69.7	61.9	0
"2091"	5	56	41	0.1	23.3	10.9	5.7	6	0
"2092"	7	89	67	0.1	97.9	54.9	17.2	22.1	1
"2093"	11	127	101	0.155	257.9	118.8	62.8	69	0
"2094"	11	125	98	0.155	241.7	93	32.4	82.2	0
"2095"	13	138	109	0.205	386.6	157.1	85.8	99.6	0
"2096"	13	103	80	0.12	131.8	54.1	35.8	34	1
"2097"	10	121	98	0.15	226.9	86.1	50.5	70	0
"2098"	10	85	67	0.095	64.4	24.1	12.2	25	0
"2099"	8	97	75	0.11	92.8	40.3	18	29.8	1
"2100"	5	79	60	0.09	57.1	27.7	12.5	15.4	1
"2101"	7	107	80	0.13	131.4	56.7	32.4	35	1
"2102"	5	70	53	0.095	39.8	14.6	9.8	12	1
"2103"	18	85	63	0.125	70.5	22.7	11.3	26	0
"2104"	9	123	95	0.145	190.5	78.3	39	64	0
"2105"	6	54	39	0.08	20	7.7	3.9	6	0
"2106"	9	115	90	0.145	174.4	93.5	36	43.4	1
"2107"	7	75	55	0.095	45.9	19	10.9	13.2	1
"2108"	8	91	68	0.115	97.2	52.2	13.1	26.3	1
"2109"	14	126	95	0.175	284.6	83.1	67.7	98	0
"2110"	8	131	91	0.17	255	116.6	60.6	66.6	0
"2111"	9	114	89	0.155	173.4	74.1	34.1	56	1
"2112"	6	82	61	0.095	52.5	20	10.3	18	1
"2113"	8	87	75	0.11	83.1	34	15.2	29	1
"2114"	12	124	97	0.18	230.8	98.7	51.2	63	1
"2115"	16	130	103	0.215	299.6	112.8	64.6	85	0
"2116"	19	105	79	0.165	156.4	57	28.1	57	0
"2117"	10	127	102	0.155	197.2	81	45.1	62	0
"2118"	9	135	105	0.17	342.2	167.3	70.4	95	0
"2119"	11	144	109	0.185	343.7	158.5	80.2	93.6	0
"2120"	7	62	43	0.075	25.5	11.3	5.5	7.2	1
"2121"	13	110	82	0.145	165.7	61.9	38.1	50	0
"2122"	18	115	90	0.17	209.5	75.5	34.1	77	0
"2123"	12	123	99	0.16	251	116.3	63.9	64.5	0
"2124"	7	64	47	0.09	36.6	19.6	6.7	8.4	1
"2125"	10	139	112	0.185	348	177	74.3	87.5	0
"2126"	10	116	85	0.155	174.6	72.3	49.8	47.8	0
"2127"	8	89	67	0.11	82.2	39.7	18.7	21.8	1
"2128"	15	120	94	0.2	206.2	78.4	40.7	58	0
"2129"	13	129	103	0.24	308.3	94.2	73.8	107	0
"2130"	18	100	81	0.14	134.7	53	24.8	50	0
"2131"	12	124	102	0.175	323	102.1	38.4	135	0
"2132"	12	114	90	0.16	194.3	79.3	51	52	0
"2133"	7	81	62	0.1	77	34.6	18.3	22	0
"2134"	20	119	95	0.17	249.4	96	45	85	0
"2135"	7	63	48	0.085	34.3	14.2	6.9	10.7	1
"2136"	9	115	87	0.155	179.5	82.3	46.5	46	0
"2137"	11	139	106	0.19	345.2	152.5	87.2	91	0
"2138"	11	126	101	0.18	254.4	120.5	59	63	1
"2139"	8	120	91	0.155	189	87.3	41.7	50	0
"2140"	9	126	101	0.195	261.2	103.2	66.1	75	0
"2141"	13	118	95	0.155	171.4	71.2	34.8	56	0
"2142"	9	88	64	0.105	77.5	35.1	14.8	24	1
"2143"	9	104	80	0.105	174.4	90.3	32.3	39.7	0
"2144"	4	41	30	0.065	8	4	2.2	2.6	1
"2145"	20	145	115	0.175	424.8	153	90.3	170	0
"2146"	10	124	95	0.195	271.7	118.7	67.3	74.9	0
"2147"	6	73	54	0.105	43.1	18.3	9.5	12.6	1
"2148"	8	110	85	0.13	132.8	53.9	32.6	42	1
"2149"	9	118	90	0.125	172	87.4	30.3	49	1
"2150"	10	121	95	0.19	225.1	118	49.4	52	0
"2151"	9	93	70	0.115	84.2	31.3	18.2	26.9	0
"2152"	7	90	67	0.105	89.4	46.7	30.6	23.8	1
"2153"	9	105	82	0.13	137.5	68.7	29.9	35.3	0
"2154"	7	62	48	0.09	29.1	12.1	6.3	9	1
"2155"	8	94	71	0.125	99.8	42	19.7	31	1
"2156"	8	125	96	0.185	241.3	117.4	58	57.2	0
"2157"	8	78	56	0.09	43	16.9	6.8	15.8	1
"2158"	12	130	100	0.165	228.9	97	43.6	73	0
"2159"	14	92	73	0.115	89.7	33	16.6	34	0
"2160"	8	88	65	0.11	99.3	51.6	23.9	21.5	1
"2161"	6	64	48	0.07	26.6	11.7	5.1	8.2	1
"2162"	9	91	71	0.12	89.9	35.4	20.8	30	0
"2163"	8	95	72	0.145	126.5	56.5	27.4	38	1
"2164"	12	113	90	0.14	201.1	75.7	48.8	53	0
"2165"	6	66	46	0.085	33.9	15.8	5.2	10.1	1
"2166"	15	124	94	0.225	223	75.6	42.9	72	0
"2167"	11	126	95	0.15	234.4	107.2	50.8	63.2	0
"2168"	11	124	93	0.19	268.3	114.1	63.5	71	0
"2169"	7	100	75	0.145	124.3	54.8	33.2	29.7	0
"2170"	7	107	81	0.14	163.6	80.4	34.3	37.8	0
"2171"	7	65	50	0.08	34.7	15.3	6.9	9.8	1
"2172"	14	125	97	0.135	260.5	122	53.5	72.1	0
"2173"	11	104	82	0.14	119.9	48.4	27.5	36.4	1
"2174"	22	131	108	0.215	368.8	148.5	65.4	117	0
"2175"	11	89	66	0.12	69.4	24	16.8	21	1
"2176"	7	70	53	0.08	40	18	8.4	12	1
"2177"	11	110	84	0.145	147.7	64.2	29.7	50.4	0
"2178"	10	104	85	0.17	136.1	56	34.8	39	1
"2179"	11	128	100	0.18	299.9	118.6	62.8	86.2	0
"2180"	12	129	104	0.19	262.1	116	57.6	74	0
"2181"	8	66	51	0.085	33.1	12.6	7.8	12	1
"2182"	15	127	96	0.19	293.4	116.5	60.6	84	0
"2183"	7	84	60	0.105	63.2	25.1	14	20.7	1
"2184"	9	95	67	0.1	88.5	37.9	17.2	27	1
"2185"	8	94	76	0.145	117.3	47.7	28.8	37	0
"2186"	12	100	76	0.135	116.7	45.9	25.3	36	0
"2187"	5	57	44	0.065	19.2	8.1	4.1	6	1
"2188"	6	71	54	0.075	35.5	15.8	6.3	10.8	1
"2189"	11	97	80	0.155	146.2	47.2	36.6	51	0
"2190"	7	93	74	0.115	106.8	52.2	19.6	28.6	1
"2191"	10	129	100	0.175	267.5	110.8	61.6	83	0
"2192"	12	103	79	0.14	137.2	56.2	25.1	44	0
"2193"	7	90	67	0.11	83.9	36.2	17	26.9	1
"2194"	11	123	95	0.155	214.7	87.5	51.7	62	0
"2195"	8	102	77	0.15	125	61.9	23.8	34.5	1
"2196"	5	58	42	0.07	22.3	9.6	4.1	6	1
"2197"	16	135	105	0.175	280.4	96.6	64.1	93	0
"2198"	13	114	83	0.13	176	85.5	39.1	47.6	0
"2199"	16	102	83	0.14	163.7	60.5	43.1	47	0
"2200"	8	83	63	0.12	80.3	39.8	17.4	19.4	0
"2201"	7	88	66	0.11	76	39.4	15.8	18	1
"2202"	12	101	81	0.14	175	53.3	34.8	57	0
"2203"	6	63	46	0.07	32.8	12.5	8	9	1
"2204"	11	130	101	0.19	254.8	118	46	78.2	0
"2205"	10	94	74	0.14	99.7	41.9	24.5	29	1
"2206"	8	90	71	0.11	91.7	38.8	13.4	28	1
"2207"	8	83	62	0.09	64.9	26.1	14.7	23	0
"2208"	5	67	51	0.08	33.6	15.8	7.1	10	1
"2209"	9	129	98	0.16	233.3	98.7	63.1	59.8	0
"2210"	9	145	110	0.2	302	174.7	85.3	101.7	0
"2211"	5	79	59	0.09	60.5	28.6	13.3	15.3	1
"2212"	12	100	76	0.155	133.5	54.9	31.2	36	1
"2213"	8	67	52	0.1	38.4	15.7	11.7	14	1
"2214"	10	106	83	0.14	144.8	62.1	33.5	41	0
"2215"	12	96	76	0.13	123.5	60	28.4	35	0
"2216"	11	110	86	0.155	157	57.8	45.4	46.6	0
"2217"	8	98	77	0.125	129.8	64	24.8	33.9	0
"2218"	11	140	109	0.185	322.7	150	80.7	73.7	0
"2219"	8	79	65	0.105	61.2	22.2	14.7	19	1
"2220"	15	131	103	0.145	250	105.3	56.6	63	1
"2221"	9	106	86	0.16	144.9	64.2	25.5	48	1
"2222"	7	87	69	0.12	89.5	44.2	22.4	25	1
"2223"	9	75	57	0.095	50.6	19.2	11.5	18.5	0
"2224"	8	109	84	0.165	178.7	84.7	43.9	45.6	1
"2225"	7	55	40	0.075	17.2	6.1	3.8	6	1
"2226"	7	94	71	0.145	89.7	31.2	20.4	24.6	1
"2227"	21	125	84	0.165	211.9	71.6	33	89	0
"2228"	6	57	43	0.06	18.7	6.2	4.6	6	1
"2229"	8	108	84	0.14	148	71.9	31.8	39.7	1
"2230"	10	123	91	0.145	223.1	100.9	47.6	63	0
"2231"	11	125	98	0.2	276.5	117.9	57	76.2	0
"2232"	18	129	105	0.19	361.7	140.7	77.7	79	0
"2233"	14	107	82	0.135	172.4	57.1	30.5	64	0
"2234"	9	107	84	0.145	137.7	54.6	30.3	47.4	1
"2235"	13	124	98	0.19	243.6	109.1	59.3	71	0
"2236"	11	71	56	0.1	45.5	18.7	9.1	17	1
"2237"	8	129	104	0.175	312.2	141.8	71.1	80	0
"2238"	9	122	93	0.125	184.5	87.2	38	52	1
"2239"	10	131	109	0.19	284.9	126.5	66.6	75.6	0
"2240"	10	80	62	0.115	69.3	29.5	13.9	23	0
"2241"	10	139	107	0.175	272.2	109.3	56.3	93	0
"2242"	13	118	89	0.13	226.5	76.5	46.8	64	0
"2243"	8	97	73	0.09	130.2	63.3	26.4	36	1
"2244"	21	128	102	0.175	273.6	103	53.2	114	0
"2245"	11	131	105	0.16	292	137.2	62.2	81	0
"2246"	10	109	86	0.15	148.4	70.5	31.6	41.6	1
"2247"	9	98	79	0.12	134.8	66.5	24.7	37	0
"2248"	5	50	37	0.065	14.2	5.4	3.7	4.5	1
"2249"	10	109	83	0.2	271.6	113.4	63.6	80.6	0
"2250"	7	78	58	0.1	44.5	19	9.3	14.6	1
"2251"	6	83	61	0.1	65	31.2	10.1	18.2	0
"2252"	9	141	110	0.17	243.8	127.9	47.2	60.2	0
"2253"	7	85	65	0.115	73.7	32.4	17.3	20.9	1
"2254"	10	129	106	0.195	278	129.3	58.9	74.7	0
"2255"	8	86	65	0.12	89	33	19.9	31	0
"2256"	22	128	105	0.215	355.8	90.7	57.1	110	0
"2257"	11	126	97	0.18	248.7	103.5	61.6	74	0
"2258"	8	86	68	0.1	68.1	27.9	13.3	24	1
"2259"	11	112	88	0.14	185.7	76.5	37.6	60	0
"2260"	13	103	84	0.135	142.2	67.4	28.8	41	1
"2261"	14	122	96	0.15	240	112	49.1	56	0
"2262"	16	120	89	0.175	211.4	76.6	43.2	71	1
"2263"	10	131	102	0.175	330.5	170.3	67.3	80.6	0
"2264"	11	147	118	0.215	349.4	145.5	80.6	111.4	0
"2265"	14	114	92	0.17	220	82.5	44.1	76	0
"2266"	7	66	51	0.095	37.5	14.7	9	12	0
"2267"	9	127	100	0.18	258.3	118.8	53.9	74	0
